datetime	temperature	salinity	oxygen
2011-04-19 16:42:01	4.58400011063	26.7325992584	58.8460006714
2011-04-19 17:12:01	3.37599992752	27.6944999695	54.8040008545
2011-04-19 17:42:01	3.2349998951	27.4459991455	55.5159988403
2011-04-19 18:12:01	3.17100000381	27.8504009247	55.7210006714
2011-04-19 18:42:01	3.20000004768	27.8703994751	55.4029998779
2011-04-19 19:12:01	3.15599989891	27.8348999023	55.2550010681
2011-04-19 19:42:01	3.21499991417	27.7710990906	54.6980018616
2011-04-19 20:12:01	3.20799994469	27.851600647	54.0820007324
2011-04-19 20:42:01	3.24900007248	27.9013996124	53.6660003662
2011-04-19 21:12:01	3.40899991989	27.9873008728	53.8619995117
2011-04-19 21:42:01	3.48399996758	28.0519008636	53.1699981689
2011-04-19 22:12:01	3.42300009727	27.9482002258	53.6570014954
2011-04-19 22:42:01	3.29999995232	27.8952007294	57.4239997864
2011-04-19 23:12:01	3.29399991035	27.8554992676	53.3289985657
2011-04-19 23:42:01	3.29399991035	28.0076999664	54.4840011597
2011-04-20 00:12:01	3.28900003433	27.872800827	54.4119987488
2011-04-20 00:42:01	3.28699994087	27.822599411	55.6749992371
2011-04-20 01:12:01	3.27900004387	27.7021007538	55.0120010376
2011-04-20 01:42:01	3.2460000515	27.7068004608	53.6749992371
2011-04-20 02:12:01	3.23099994659	27.7350006104	55.3009986877
2011-04-20 02:42:01	3.26900005341	27.6422996521	53.702999115
2011-04-20 03:12:01	3.28399991989	27.5657997131	57.811000824
2011-04-20 03:42:01	3.28999996185	27.4675998688	55.9440002441
2011-04-20 04:12:01	3.27600002289	27.3981990814	55.5859985352
2011-04-20 04:42:01	3.28200006485	27.4979991913	57.9650001526
2011-04-20 05:12:01	3.28099989891	27.6107997894	55.7019996643
2011-04-20 05:42:01	3.22699999809	27.6534004211	54.6370010376
2011-04-20 06:12:01	3.21700000763	27.6135005951	54.7480010986
2011-04-20 06:42:01	3.21199989319	27.6497001648	54.7779998779
2011-04-20 07:12:01	3.21300005913	27.8579998016	55.6819992065
2011-04-20 07:42:01	3.24499988556	27.7159004211	54.9420013428
2011-04-20 08:12:01	3.2460000515	27.7208995819	54.1339988708
2011-04-20 08:42:01	3.257999897	27.7425003052	52.8460006714
2011-04-20 09:12:01	3.22300004959	27.7914009094	53.1710014343
2011-04-20 09:42:01	3.24300003052	27.801399231	52.5029983521
2011-04-20 10:12:01	3.24099993706	27.7180995941	53.5260009766
2011-04-20 10:42:01	3.26900005341	27.6765003204	53.1360015869
2011-04-20 11:12:01	3.29200005531	27.7675991058	52.341999054
2011-04-20 11:42:01	3.25099992752	27.8027992249	54.2470016479
2011-04-20 12:12:01	3.257999897	27.7756004333	53.1199989319
2011-04-20 12:42:01	3.26799988747	27.7280006409	53.111000061
2011-04-20 13:12:01	3.24300003052	27.8593006134	53.8149986267
2011-04-20 13:42:01	3.257999897	27.7413005829	54.5439987183
2011-04-20 14:12:01	3.25300002098	27.6723995209	53.4910011292
2011-04-20 14:42:01	3.32800006866	27.7908992767	53.2610015869
2011-04-20 15:12:01	3.3710000515	27.8446998596	50.7389984131
2011-04-20 15:42:01	3.40899991989	27.7275009155	50.0649986267
2011-04-20 16:12:01	3.35299992561	27.7742004395	52.341999054
2011-04-20 16:42:01	3.37700009346	27.7653999329	52.452999115
2011-04-20 17:12:01	3.37199997902	27.7921009064	51.4609985352
2011-04-20 17:42:01	3.41799998283	27.7562007904	50.1049995422
2011-04-20 18:12:01	3.34299993515	27.8239994049	51.3149986267
2011-04-20 18:42:01	3.3789999485	27.8143005371	51.4790000916
2011-04-20 19:12:01	3.41700005531	27.8052005768	49.486000061
2011-04-20 19:42:01	3.38700008392	27.7933006287	52.6899986267
2011-04-20 20:12:01	3.37599992752	27.7616004944	52.5670013428
2011-04-20 20:42:01	3.38100004196	27.7879009247	52.7249984741
2011-04-20 21:12:01	3.33100008965	27.7082996368	51.1430015564
2011-04-20 21:42:01	3.35599994659	27.8987998962	50.1809997559
2011-04-20 22:12:01	3.3789999485	27.9825992584	52.9430007935
2011-04-20 22:42:01	3.38100004196	27.9291000366	51.7919998169
2011-04-20 23:12:01	3.40499997139	27.9671993256	51.6479988098
2011-04-20 23:42:01	3.34299993515	27.9171009064	50.5499992371
2011-04-21 00:12:01	3.35400009155	27.9559001923	49.8460006714
2011-04-21 00:42:01	3.34999990463	27.889799118	52.0040016174
2011-04-21 01:12:01	3.34599995613	27.8556003571	51.4910011292
2011-04-21 01:42:01	3.3180000782	27.8537006378	52.9799995422
2011-04-21 02:12:01	3.30900001526	27.8190002441	53.7910003662
2011-04-21 02:42:01	3.28999996185	27.744600296	51.9350013733
2011-04-21 03:12:01	3.29200005531	27.6450004578	52.6699981689
2011-04-21 03:42:01	3.29399991035	27.6998996735	53.4259986877
2011-04-21 04:12:01	3.29399991035	27.6457004547	53.2999992371
2011-04-21 04:42:01	3.30999994278	27.5331001282	53.0120010376
2011-04-21 05:12:01	3.31699991226	27.5471000671	53.46900177
2011-04-21 05:42:01	3.32699990273	27.5669002533	52.8100013733
2011-04-21 06:12:01	3.34599995613	27.5272006989	52.6679992676
2011-04-21 06:42:01	3.32800006866	27.579000473	53.4959983826
2011-04-21 07:12:01	3.31699991226	27.5988998413	53.4630012512
2011-04-21 07:42:01	3.30999994278	27.6238002777	53.438999176
2011-04-21 08:12:01	3.35899996758	27.7325992584	53.3320007324
2011-04-21 08:42:01	3.34999990463	27.7649993896	51.5449981689
2011-04-21 09:12:01	3.33100008965	27.7812995911	50.8880004883
2011-04-21 09:42:01	3.27099990845	27.8246002197	52.5709991455
2011-04-21 10:12:01	3.31299996376	27.9123001099	52.8019981384
2011-04-21 10:42:01	3.40899991989	28.0072994232	51.6959991455
2011-04-21 11:12:01	3.41199994087	27.9540996552	51.6279983521
2011-04-21 11:42:01	3.36899995804	27.9171009064	51.563999176
2011-04-21 12:12:01	3.30999994278	27.8829994202	52.6870002747
2011-04-21 12:42:01	3.28999996185	27.903799057	52.0760002136
2011-04-21 13:12:01	3.31200003624	27.9437999725	52.3320007324
2011-04-21 13:42:01	3.28600001335	27.8931007385	53.3199996948
2011-04-21 14:12:01	3.34299993515	27.9512004852	53.033000946
2011-04-21 14:42:01	3.33800005913	27.9071998596	52.1160011292
2011-04-21 15:12:01	3.41300010681	28.0027008057	52.6599998474
2011-04-21 15:42:01	3.37599992752	27.9568996429	52.5359992981
2011-04-21 16:12:01	3.37599992752	27.9498996735	52.34400177
2011-04-21 16:42:01	3.2990000248	27.8819007874	52.577999115
2011-04-21 17:12:01	3.3069999218	27.9480991364	52.4490013123
2011-04-21 17:42:01	3.26799988747	27.8472003937	52.5760002136
2011-04-21 18:12:01	3.30399990082	27.8528003693	52.8689994812
2011-04-21 18:42:01	3.26900005341	27.8959007263	52.5460014343
2011-04-21 19:12:01	3.28699994087	27.8791999817	51.6599998474
2011-04-21 19:42:01	3.29399991035	27.9274997711	51.8569984436
2011-04-21 20:12:01	3.30900001526	27.8661994934	52.2470016479
2011-04-21 20:42:01	3.36100006104	27.9428005219	50.6220016479
2011-04-21 21:12:01	3.33599996567	27.826499939	49.7630004883
2011-04-21 21:42:01	3.30500006676	27.8330993652	51.4949989319
2011-04-21 22:12:01	3.36599993706	27.8255004883	49.4630012512
2011-04-21 22:42:01	3.36299991608	27.851600647	49.0579986572
2011-04-21 23:12:01	3.33500003815	27.8262004852	50.2610015869
2011-04-21 23:42:01	3.33100008965	27.9379997253	51.9490013123
2011-04-22 00:12:01	3.35599994659	27.9542007446	52.1739997864
2011-04-22 00:42:01	3.33100008965	27.8414001465	50.9679985046
2011-04-22 01:12:01	3.32699990273	27.7469997406	52.2939987183
2011-04-22 01:42:01	3.3220000267	27.7537002563	52.4469985962
2011-04-22 02:12:01	3.32800006866	27.7462005615	52.2309989929
2011-04-22 02:42:01	3.34100008011	27.7208995819	52.263999939
2011-04-22 03:12:01	3.27099990845	27.6746997833	52.9169998169
2011-04-22 03:42:01	3.22799992561	27.5214996338	53.8230018616
2011-04-22 04:12:01	3.15100002289	27.5244998932	56.2179985046
2011-04-22 04:42:01	3.14899992943	27.5132007599	56.1459999084
2011-04-22 05:12:01	3.16100001335	27.5230998993	55.188999176
2011-04-22 05:42:01	3.15400004387	27.4498004913	54.8050003052
2011-04-22 06:12:01	3.16700005531	27.5356998444	55.138999939
2011-04-22 06:42:01	3.16300010681	27.483499527	54.90599823
2011-04-22 07:12:01	3.26300001144	27.7229003906	52.952999115
2011-04-22 07:42:01	3.26799988747	27.6573009491	52.7849998474
2011-04-22 08:12:01	3.26099991798	27.6903991699	53.188999176
2011-04-22 08:42:01	3.30399990082	27.6700992584	53.2789993286
2011-04-22 09:12:01	3.32299995422	27.7823009491	51.2229995728
2011-04-22 09:42:01	3.3220000267	27.7278003693	51.5009994507
2011-04-22 10:12:01	3.28099989891	27.7994995117	51.8759994507
2011-04-22 10:42:01	3.27900004387	27.8495998383	52.9430007935
2011-04-22 11:12:01	3.3069999218	27.875	51.6790008545
2011-04-22 11:42:01	3.34599995613	27.9039001465	49.9090003967
2011-04-22 12:12:01	3.3180000782	27.8642997742	52.3359985352
2011-04-22 12:42:01	3.28900003433	27.8409004211	51.8489990234
2011-04-22 13:12:01	3.27399992943	27.8113994598	51.3740005493
2011-04-22 13:42:01	3.27200007439	27.8001003265	50.7900009155
2011-04-22 14:12:01	3.27200007439	27.8661994934	52.2449989319
2011-04-22 14:42:01	3.33599996567	27.9442996979	52.7229995728
2011-04-22 15:12:01	3.3710000515	27.9400997162	51.8269996643
2011-04-22 15:42:01	3.31699991226	27.8546009064	53.1160011292
2011-04-22 16:12:01	3.30500006676	27.85779953	52.7210006714
2011-04-22 16:42:01	3.29999995232	27.8668994904	53.2859992981
2011-04-22 17:12:01	3.28699994087	27.8686008453	52.0449981689
2011-04-22 17:42:01	3.28099989891	27.8372001648	52.2080001831
2011-04-22 18:12:01	3.27200007439	27.8320007324	52.03099823
2011-04-22 18:42:01	3.28200006485	27.7584991455	51.6020011902
2011-04-22 19:12:01	3.25300002098	27.6063995361	53.3540000916
2011-04-22 19:42:01	3.25600004196	27.6037998199	52.78099823
2011-04-22 20:12:01	3.26399993896	27.6452999115	52.3240013123
2011-04-22 20:42:01	3.26399993896	27.6641998291	52.5830001831
2011-04-22 21:12:01	3.26099991798	27.665599823	51.75
2011-04-22 21:42:01	3.26600003242	27.797000885	52.0320014954
2011-04-22 22:12:01	3.27900004387	27.7080001831	51.7929992676
2011-04-22 22:42:01	3.25600004196	27.5555000305	51.9179992676
2011-04-22 23:12:01	3.29500007629	27.9337005615	51.6189994812
2011-04-22 23:42:01	3.28399991989	27.9255008698	52.3499984741
2011-04-23 00:12:01	3.30999994278	27.8971996307	50.9000015259
2011-04-23 00:42:01	3.28600001335	27.8199005127	51.1430015564
2011-04-23 01:12:01	3.27600002289	27.9265003204	51.3520011902
2011-04-23 01:42:01	3.33100008965	27.9002990723	50.4640007019
2011-04-23 02:12:01	3.26900005341	27.7695999146	52.4189987183
2011-04-23 02:42:01	3.26900005341	27.7707996368	52.0760002136
2011-04-23 03:12:01	3.27900004387	27.7798995972	51.5970001221
2011-04-23 03:42:01	3.26600003242	27.7887001038	52.5509986877
2011-04-23 04:12:01	3.27900004387	27.823600769	52.2200012207
2011-04-23 04:42:01	3.27200007439	27.7576007843	52.0760002136
2011-04-23 05:12:01	3.28099989891	27.7287006378	52.3619995117
2011-04-23 05:42:01	3.27900004387	27.7539997101	51.7750015259
2011-04-23 06:12:01	3.26300001144	27.7653999329	51.9160003662
2011-04-23 06:42:01	3.27900004387	27.6809005737	51.8779983521
2011-04-23 07:12:01	3.27200007439	27.665599823	52.3149986267
2011-04-23 07:42:01	3.26600003242	27.6553993225	52.9630012512
2011-04-23 08:12:01	3.27099990845	27.6546993256	52.1290016174
2011-04-23 08:42:01	3.23099994659	27.6546993256	53.4379997253
2011-04-23 09:12:01	3.22000002861	27.6700000763	53.2350006104
2011-04-23 09:42:01	3.22499990463	27.7164993286	53.0439987183
2011-04-23 10:12:01	3.22300004959	27.6651000977	53.7220001221
2011-04-23 10:42:01	3.23000001907	27.7394008636	53.9539985657
2011-04-23 11:12:01	3.24000000954	27.8229007721	52.188999176
2011-04-23 11:42:01	3.27699995041	27.8276996613	51.7400016785
2011-04-23 12:12:01	3.35400009155	27.95470047	51.1629981995
2011-04-23 12:42:01	3.32500004768	27.9631996155	51.1549987793
2011-04-23 13:12:01	3.32500004768	27.910200119	51.7050018311
2011-04-23 13:42:01	3.31699991226	27.8050994873	51.5890007019
2011-04-23 14:12:01	3.32299995422	27.8600006104	51.6199989319
2011-04-23 14:42:01	3.29399991035	27.9109992981	51.7010002136
2011-04-23 15:12:01	3.33500003815	27.8980007172	51.3180007935
2011-04-23 15:42:01	3.31500005722	27.8810997009	51.216999054
2011-04-23 16:12:01	3.35899996758	27.9503993988	50.7210006714
2011-04-23 16:42:01	3.43499994278	27.929599762	50.2410011292
2011-04-23 17:12:01	3.36400008202	27.9330997467	51.0149993896
2011-04-23 17:42:01	3.36899995804	27.9053001404	51.7179985046
2011-04-23 18:12:01	3.31200003624	27.8624000549	52.0060005188
2011-04-23 18:42:01	3.257999897	27.7896995544	53.1699981689
2011-04-23 19:12:01	3.24099993706	27.7075004578	52.908000946
2011-04-23 19:42:01	3.2349998951	27.7208995819	52.3849983215
2011-04-23 20:12:01	3.24900007248	27.7656002045	52.7750015259
2011-04-23 20:42:01	3.25900006294	27.7357006073	51.4039993286
2011-04-23 21:12:01	3.2539999485	27.7035007477	52.3409996033
2011-04-23 21:42:01	3.22199988365	27.6446990967	52.7389984131
2011-04-23 22:12:01	3.07899999619	27.4153995514	56.3240013123
2011-04-23 22:42:01	3.09200000763	27.4162006378	54.6010017395
2011-04-23 23:12:01	2.96000003815	27.3220005035	57.8390007019
2011-04-23 23:42:01	3.16899991035	27.7716999054	53.3240013123
2011-04-24 00:12:01	3.22199988365	27.7780990601	53.4799995422
2011-04-24 00:42:01	3.2539999485	27.7991008759	51.9869995117
2011-04-24 01:12:01	3.28099989891	27.8738002777	52.236000061
2011-04-24 01:42:01	3.31200003624	27.9108009338	51.7529983521
2011-04-24 02:12:01	3.41199994087	27.9906005859	50.2729988098
2011-04-24 02:42:01	3.50999999046	28.0412006378	49.5340003967
2011-04-24 03:12:01	3.52300000191	28.0510997772	48.4280014038
2011-04-24 03:42:01	3.48200011253	28.0102005005	50.0009994507
2011-04-24 04:12:01	3.51200008392	27.9689998627	48.311000824
2011-04-24 04:42:01	3.43600010872	27.8840999603	50.561000824
2011-04-24 05:12:01	3.34800004959	27.8362007141	51.233001709
2011-04-24 05:42:01	3.28900003433	27.7807998657	52.3209991455
2011-04-24 06:12:01	3.26799988747	27.7434005737	52.313999176
2011-04-24 06:42:01	3.22699999809	27.747800827	52.0149993896
2011-04-24 07:12:01	3.23600006104	27.7176990509	52.658000946
2011-04-24 07:42:01	3.14800000191	27.550699234	54.5569992065
2011-04-24 08:12:01	3.1099998951	27.5783996582	55.9910011292
2011-04-24 08:42:01	3.11199998856	27.5517997742	53.0760002136
2011-04-24 09:12:01	3.15100002289	27.7551994324	56.3120002747
2011-04-24 09:42:01	3.15100002289	27.6522006989	53.5429992676
2011-04-24 10:12:01	3.16300010681	27.6644001007	56.0600013733
2011-04-24 10:42:01	3.13000011444	27.5909004211	52.7599983215
2011-04-24 11:12:01	3.08999991417	27.5196990967	54.608001709
2011-04-24 11:42:01	3.15899991989	27.7364997864	52.736000061
2011-04-24 12:12:01	3.20399999619	27.6481990814	53.6180000305
2011-04-24 12:42:01	3.24000000954	27.7261009216	52.7369995117
2011-04-24 13:12:01	3.31500005722	27.7950000763	51.8950004578
2011-04-24 13:42:01	3.29999995232	27.8090991974	51.2080001831
2011-04-24 14:12:01	3.257999897	27.8286991119	52.7869987488
2011-04-24 14:42:01	3.33100008965	27.8896999359	51.5909996033
2011-04-24 15:12:01	3.37599992752	27.7875003815	51.0880012512
2011-04-24 15:42:01	3.38400006294	28.0112991333	51.0379981995
2011-04-24 16:12:01	3.43499994278	27.9943008423	50.5419998169
2011-04-24 16:42:01	3.45399999619	27.9167995453	49.9119987488
2011-04-24 17:12:01	3.46600008011	27.9675998688	48.5950012207
2011-04-24 17:42:01	3.39899992943	27.9158992767	50.4449996948
2011-04-24 18:12:01	3.34500002861	27.9566001892	52.2080001831
2011-04-24 18:42:01	3.33100008965	27.8414001465	51.6980018616
2011-04-24 19:12:01	3.32500004768	27.8724994659	51.5880012512
2011-04-24 19:42:01	3.23300004005	27.7922992706	52.3880004883
2011-04-24 20:12:01	3.09999990463	27.6651000977	55.8069992065
2011-04-24 20:42:01	3.06200003624	27.6478996277	54.7019996643
2011-04-24 21:12:01	3.05599999428	27.6163005829	56.3230018616
2011-04-24 21:42:01	3.08899998665	27.6555995941	54.5979995728
2011-04-24 22:12:01	3.11500000954	27.5492992401	53.3839988708
2011-04-24 22:42:01	3.16400003433	27.6352005005	53.5260009766
2011-04-24 23:12:01	3.17100000381	27.5771999359	53.71900177
2011-04-24 23:42:01	3.17199993134	27.5468006134	54.3429985046
2011-04-25 00:12:01	2.9319999218	27.4004001617	58.7709999084
2011-04-25 00:42:01	3.14400005341	27.5895996094	54.3499984741
2011-04-25 01:12:01	3.17199993134	27.7465991974	55.0960006714
2011-04-25 01:42:01	3.1740000248	27.7010993958	55.6430015564
2011-04-25 02:12:01	3.18899989128	27.7343997955	53.4640007019
2011-04-25 02:42:01	3.25300002098	27.8187999725	52.5839996338
2011-04-25 03:12:01	3.11800003052	27.7231006622	54.7789993286
2011-04-25 03:42:01	3.32999992371	27.9034996033	52.2260017395
2011-04-25 04:12:01	3.39400005341	27.9578990936	50.8170013428
2011-04-25 04:42:01	3.46900010109	28.0531005859	50.4620018005
2011-04-25 05:12:01	3.33500003815	27.9286994934	51.3699989319
2011-04-25 05:42:01	3.15899991989	27.7364997864	54.8089981079
2011-04-25 06:12:01	3.23600006104	27.8866004944	55.811000824
2011-04-25 06:42:01	3.11299991608	27.6812000275	55.5209999084
2011-04-25 07:12:01	3.01300001144	27.6068992615	56.4770011902
2011-04-25 07:42:01	2.99300003052	27.5611000061	56.7579994202
2011-04-25 08:12:01	3.00600004196	27.6972007751	57.0750007629
2011-04-25 08:42:01	2.99300003052	27.6168994904	56.7299995422
2011-04-25 09:12:01	3.01600003242	27.6138000488	56.5750007629
2011-04-25 09:42:01	3.02399992943	27.7019004822	56.4490013123
2011-04-25 10:12:01	3.10299992561	27.7348995209	55.9370002747
2011-04-25 10:42:01	3.22300004959	27.8931007385	52.9420013428
2011-04-25 11:12:01	3.22300004959	27.7702007294	54.0250015259
2011-04-25 11:42:01	3.15400004387	27.779800415	55.5419998169
2011-04-25 12:12:01	3.132999897	27.6723995209	53.6769981384
2011-04-25 12:42:01	3.12299990654	27.665599823	56.7840003967
2011-04-25 13:12:01	3.14100003242	27.7187995911	54.7280006409
2011-04-25 13:42:01	3.18099999428	27.7411994934	53.2150001526
2011-04-25 14:12:01	3.21700000763	27.7245006561	52.3499984741
2011-04-25 14:42:01	3.3220000267	27.9517002106	51.4790000916
2011-04-25 15:12:01	3.40700006485	27.9573001862	50.4090003967
2011-04-25 15:42:01	3.38199996948	27.8987998962	50.561000824
2011-04-25 16:12:01	3.36599993706	27.8477993011	51.3720016479
2011-04-25 16:42:01	3.36899995804	27.9381999969	51.408000946
2011-04-25 17:12:01	3.47399997711	28.0006008148	49.4809989929
2011-04-25 17:42:01	3.46700000763	28.0090007782	49.7900009155
2011-04-25 18:12:01	3.46900010109	28.0249004364	49.3559989929
2011-04-25 18:42:01	3.49699997902	28.0242004395	49.5970001221
2011-04-25 19:12:01	3.56699991226	28.1033992767	49.2439994812
2011-04-25 19:42:01	3.52600002289	28.043800354	49.0159988403
2011-04-25 20:12:01	3.58400011063	28.0464992523	48.2599983215
2011-04-25 20:42:01	3.3220000267	27.8444004059	51.1090011597
2011-04-25 21:12:01	3.33299994469	27.9622001648	51.4850006104
2011-04-25 21:42:01	3.30500006676	27.8803005219	51.3349990845
2011-04-25 22:12:01	3.23000001907	27.7712993622	52.8839988708
2011-04-25 22:42:01	3.06200003624	27.6858997345	56.5460014343
2011-04-25 23:12:01	3.0569999218	27.6284999847	55.4150009155
2011-04-25 23:42:01	3.11500000954	27.5363006592	54.4790000916
2011-04-26 00:12:01	3.15100002289	27.6427993774	53.686000824
2011-04-26 00:42:01	3.02099990845	27.5431003571	58.375
2011-04-26 01:12:01	3.04099988937	27.5627002716	57.8339996338
2011-04-26 01:42:01	3.04800009727	27.5627002716	56.3930015564
2011-04-26 02:12:01	3.1099998951	27.6613006592	54.84400177
2011-04-26 02:42:01	3.19499993324	27.679599762	54.9770011902
2011-04-26 03:12:01	3.20700001717	27.7176990509	54.2709999084
2011-04-26 03:42:01	3.30200004578	27.8521995544	51.2910003662
2011-04-26 04:12:01	3.29200005531	27.9127006531	51.3059997559
2011-04-26 04:42:01	3.31299996376	27.9204998016	51.8400001526
2011-04-26 05:12:01	3.36400008202	27.8731002808	50.9640007019
2011-04-26 05:42:01	3.34299993515	27.8794002533	51.0789985657
2011-04-26 06:12:01	3.33999991417	27.9090995789	52.4889984131
2011-04-26 06:42:01	3.27399992943	27.8586006165	53.1269989014
2011-04-26 07:12:01	3.22499990463	27.7283000946	52.15599823
2011-04-26 07:42:01	3.21799993515	27.782699585	53.7000007629
2011-04-26 08:12:01	3.117000103	27.5890007019	56.1069984436
2011-04-26 08:42:01	3.15300011635	27.5522994995	53.0400009155
2011-04-26 09:12:01	3.17700004578	27.5743999481	52.7309989929
2011-04-26 09:42:01	3.19199991226	27.7082004547	51.6819992065
2011-04-26 10:12:01	3.14100003242	27.5305995941	57.547000885
2011-04-26 10:42:01	3.11199998856	27.6252994537	57.2470016479
2011-04-26 11:12:01	3.17700004578	27.7364006042	54.3870010376
2011-04-26 11:42:01	3.1819999218	27.6161994934	52.8180007935
2011-04-26 12:12:01	3.07699990273	27.4146995544	56.7239990234
2011-04-26 12:42:01	3.05100011826	27.5340003967	55.9519996643
2011-04-26 13:12:01	3.11299991608	27.6042995453	55.6730003357
2011-04-26 13:42:01	3.13000011444	27.6630992889	54.0089988708
2011-04-26 14:12:01	3.14400005341	27.5541000366	54.8650016785
2011-04-26 14:42:01	3.17199993134	27.7052001953	54.7700004578
2011-04-26 15:12:01	3.31200003624	27.8423995972	52.2490005493
2011-04-26 15:42:01	3.33999991417	27.922000885	51.9620018005
2011-04-26 16:12:01	3.39100003242	27.908700943	51.3069992065
2011-04-26 16:42:01	3.48099994659	27.989900589	50.938999176
2011-04-26 17:12:01	3.48699998856	27.952999115	50.625
2011-04-26 17:42:01	3.42199993134	27.9279003143	50.9809989929
2011-04-26 18:12:01	3.41700005531	28.0463008881	50.8499984741
2011-04-26 18:42:01	3.46700000763	28.033700943	51.4239997864
2011-04-26 19:12:01	3.47900009155	28.0398006439	49.6539993286
2011-04-26 19:42:01	3.44000005722	27.9465007782	50.2529983521
2011-04-26 20:12:01	3.47399997711	27.9230995178	49.8790016174
2011-04-26 20:42:01	3.42000007629	27.9955005646	51.686000824
2011-04-26 21:12:01	3.22699999809	27.6828994751	52.7779998779
2011-04-26 21:42:01	3.16899991035	27.6840991974	52.8860015869
2011-04-26 22:12:01	3.20799994469	27.7252006531	53.5229988098
2011-04-26 22:42:01	3.19199991226	27.6809997559	53.3479995728
2011-04-26 23:12:01	3.07100009918	27.5193004608	55.7439994812
2011-04-26 23:42:01	3.16700005531	27.6811008453	54.0110015869
2011-04-27 00:12:01	3.08999991417	27.5030994415	55.9799995422
2011-04-27 00:42:01	2.90100002289	27.4232997894	57.8660011292
2011-04-27 01:12:01	2.92300009727	27.4496994019	56.813999176
2011-04-27 01:42:01	2.96900010109	27.5365009308	55.7960014343
2011-04-27 02:12:01	3.01099991798	27.4981994629	55.6500015259
2011-04-27 02:42:01	3.04399991035	27.6539001465	55.2000007629
2011-04-27 03:12:01	3.11999988556	27.6776008606	54.9760017395
2011-04-27 03:42:01	3.16599988937	27.7670993805	52.6489982605
2011-04-27 04:12:01	3.18700003624	27.8106002808	54.6710014343
2011-04-27 04:42:01	3.24300003052	27.8805999756	54.8050003052
2011-04-27 05:12:01	3.31500005722	27.9165000916	51.8800010681
2011-04-27 05:42:01	3.23600006104	27.7472000122	53.6500015259
2011-04-27 06:12:01	3.44499993324	28.1032009125	49.7089996338
2011-04-27 06:42:01	3.27600002289	27.7908000946	52.6520004272
2011-04-27 07:12:01	3.492000103	28.1154003143	49.0009994507
2011-04-27 07:42:01	3.43799996376	27.8742008209	49.641998291
2011-04-27 08:12:01	3.24000000954	27.8607006073	54.1940002441
2011-04-27 08:42:01	3.32299995422	27.9165992737	51.6360015869
2011-04-27 09:12:01	3.23000001907	27.7996006012	53.8190002441
2011-04-27 09:42:01	3.20499992371	27.7926998138	52.4920005798
2011-04-27 10:12:01	3.20399999619	27.6979007721	52.5250015259
2011-04-27 10:42:01	3.16700005531	27.7296009064	52.8120002747
2011-04-27 11:12:01	3.18899989128	27.7828998566	52.0999984741
2011-04-27 11:42:01	3.21799993515	27.7448997498	51.188999176
2011-04-27 12:12:01	3.06200003624	27.5601997375	56.3880004883
2011-04-27 12:42:01	2.94400000572	27.3913993835	58.9539985657
2011-04-27 13:12:01	2.92300009727	27.4627990723	58.9869995117
2011-04-27 13:42:01	2.86199998856	27.2469997406	58.8899993896
2011-04-27 14:12:01	2.95700001717	27.4468994141	58.0859985352
2011-04-27 14:42:01	2.98200011253	27.5716991425	57.34400177
2011-04-27 15:12:01	3.007999897	27.5755004883	58.0750007629
2011-04-27 15:42:01	3.21199989319	27.7513008118	52.3400001526
2011-04-27 16:12:01	3.3220000267	27.966999054	51.5909996033
2011-04-27 16:42:01	3.35800004005	27.8216991425	51.7760009766
2011-04-27 17:12:01	3.33999991417	27.8453998566	51.908000946
2011-04-27 17:42:01	3.32299995422	27.8824005127	51.5110015869
2011-04-27 18:12:01	3.1210000515	27.5501003265	54.1730003357
2011-04-27 18:42:01	3.13000011444	27.9853000641	56.3030014038
2011-04-27 19:12:01	3.1740000248	27.7744998932	53.4760017395
2011-04-27 19:42:01	3.26799988747	27.8873996735	51.9469985962
2011-04-27 20:12:01	3.20799994469	27.6874008179	53.5859985352
2011-04-27 20:42:01	3.19499993324	27.7043991089	53.1710014343
2011-04-27 21:12:01	3.117000103	27.5748004913	54.7200012207
2011-04-27 21:42:01	3.1819999218	27.734500885	53.4049987793
2011-04-27 22:12:01	3.11800003052	27.6259994507	54.2890014648
2011-04-27 22:42:01	3.08699989319	27.6159000397	55.311000824
2011-04-27 23:12:01	3.09200000763	27.6340999603	55.6479988098
2011-04-27 23:42:01	3.13100004196	27.6858997345	55.2739982605
2011-04-28 00:12:01	3.1400001049	27.5657997131	55.2709999084
2011-04-28 00:42:01	3.15400004387	27.6923007965	53.4910011292
2011-04-28 01:12:01	3.21300005913	27.8840007782	52.5519981384
2011-04-28 01:42:01	3.29399991035	27.785900116	52.091999054
2011-04-28 02:12:01	3.25900006294	27.8432006836	53.4420013428
2011-04-28 02:42:01	3.28600001335	28.0146999359	52.6209983826
2011-04-28 03:12:01	3.33500003815	27.9722995758	50.8979988098
2011-04-28 03:42:01	3.41700005531	28.0286998749	49.5400009155
2011-04-28 04:12:01	3.47399997711	28.0394001007	48.5489997864
2011-04-28 04:42:01	3.46700000763	27.9726009369	48.8699989319
2011-04-28 05:12:01	3.4849998951	28.0098991394	48.7820014954
2011-04-28 05:42:01	3.54299998283	28.0583992004	48.3730010986
2011-04-28 06:12:01	3.5720000267	28.0181999207	48.1920013428
2011-04-28 06:42:01	3.58400011063	28.0394992828	48.0159988403
2011-04-28 07:12:01	3.65100002289	28.1490001678	47.1319999695
